W_mem,W_GDE,T,sigmas_MGL370,sigmas_SS316L,eps_H2,eps_O2,v_in_H2,v_in_O2,p_gas,i0_ref_O2,i0_ref_H2
3.43195e-05[m],0.000489647[m],35.8135[degC],3.29404e+07[S/m],1.33345e+06[S/m],0.753819926221612,0.6338170145751905,0.00375032[m/s],0.00387094[m/s],9.71013e+06[Pa],0.029903[A/m^2],0.0211901[A/m^2]
3.75178e-05[m],0.000264607[m],46.5525[degC],1.72003e+07[S/m],587372[S/m],0.6017910134152569,0.7746249211882097,0.0046998[m/s],0.00371177[m/s],3.56511e+06[Pa],0.0350402[A/m^2],0.0256534[A/m^2]
3.25832e-05[m],0.000290329[m],70.4817[degC],8.65742e+06[S/m],138977[S/m],0.7582059704855201,0.6359496547870207,0.00417847[m/s],0.00430467[m/s],1.74609e+06[Pa],0.04814[A/m^2],0.037623[A/m^2]
4.31061e-05[m],0.000496045[m],75.1051[degC],1.98e+06[S/m],69865.2[S/m],0.6645960493288511,0.6258702774788264,0.00494946[m/s],0.00268627[m/s],6.45484e+06[Pa],0.0509299[A/m^2],0.0402673[A/m^2]
3.4059e-05[m],0.000291438[m],39.2321[degC],4.01264e+07[S/m],441998[S/m],0.7027273176110679,0.7608625004227569,0.00486036[m/s],0.0037003[m/s],8.07528e+06[Pa],0.0314881[A/m^2],0.0225516[A/m^2]
7.10996e-05[m],0.00028553[m],30.25[degC],4.56012e+07[S/m],561794[S/m],0.6679405350291117,0.6904207090383325,0.00294162[m/s],0.00519407[m/s],8.91313e+06[Pa],0.0274239[A/m^2],0.0190905[A/m^2]
7.16333e-05[m],0.000488897[m],39.3912[degC],1.56714e+07[S/m],1.62362e+06[S/m],0.7232455712264416,0.7548671333341309,0.00361068[m/s],0.00275021[m/s],6.43238e+06[Pa],0.031563[A/m^2],0.0226163[A/m^2]
5.70957e-05[m],0.000268135[m],58.3025[degC],2.60562e+07[S/m],1.40994e+06[S/m],0.6586809433245684,0.7798340226907742,0.00506561[m/s],0.00438118[m/s],9.81785e+06[Pa],0.0411896[A/m^2],0.0311751[A/m^2]
5.97907e-05[m],0.000470936[m],76.0246[degC],1.00146e+07[S/m],980393[S/m],0.6070844016816249,0.6340927917544993,0.00213967[m/s],0.00498853[m/s],188578[Pa],0.0514946[A/m^2],0.0408062[A/m^2]
4.31309e-05[m],0.000487524[m],33.0228[degC],2.04944e+07[S/m],142265[S/m],0.6636026710815657,0.6383244385966108,0.00335509[m/s],0.00364447[m/s],5.94745e+06[Pa],0.0286439[A/m^2],0.0201191[A/m^2]
8.67487e-05[m],0.000447096[m],55.8115[degC],3.97902e+07[S/m],1.13178e+06[S/m],0.7202933956698834,0.6111801302390893,0.00150253[m/s],0.00528387[m/s],7.38766e+06[Pa],0.0398401[A/m^2],0.0299478[A/m^2]
7.87388e-05[m],0.000201658[m],57.0733[degC],3.25982e+07[S/m],1.30315e+06[S/m],0.765462671633636,0.7122351976633928,0.00226316[m/s],0.00419433[m/s],4.23842e+06[Pa],0.0405206[A/m^2],0.0305657[A/m^2]
5.21855e-05[m],0.000305163[m],78.9366[degC],7.91476e+06[S/m],1.4898e+06[S/m],0.7361118252058189,0.6981549407008222,0.00183818[m/s],0.00232334[m/s],5.07771e+06[Pa],0.0533043[A/m^2],0.0425414[A/m^2]
8.3102e-05[m],0.000551262[m],31.7243[degC],2.03861e+07[S/m],990155[S/m],0.7642207653548413,0.6695883167877076,0.00149592[m/s],0.00503727[m/s],6.00531e+06[Pa],0.0280687[A/m^2],0.019633[A/m^2]
8.7643e-05[m],0.000344314[m],78.4676[degC],5.14356e+07[S/m],547039[S/m],0.7219174687597112,0.6318927293521026,0.00396785[m/s],0.00409813[m/s],5.38092e+06[Pa],0.0530106[A/m^2],0.042259[A/m^2]
8.15046e-05[m],0.000454082[m],74.6522[degC],2.85816e+07[S/m],1.62512e+06[S/m],0.794108230097325,0.6108918573499328,0.0024124[m/s],0.00400407[m/s],8.15015e+06[Pa],0.050653[A/m^2],0.0400035[A/m^2]
6.02541e-05[m],0.000517611[m],68.9696[degC],4.09158e+07[S/m],1.22851e+06[S/m],0.7329958952329239,0.6285168176704885,0.00531274[m/s],0.00398008[m/s],3.18023e+06[Pa],0.0472455[A/m^2],0.0367818[A/m^2]
5.00746e-05[m],0.000443157[m],71.6157[degC],7.69341e+06[S/m],876936[S/m],0.6019040516046008,0.7518095287032709,0.00308273[m/s],0.0046276[m/s],146145[Pa],0.0488167[A/m^2],0.0382615[A/m^2]
4.24696e-05[m],0.000252693[m],65.2067[degC],2.83485e+07[S/m],438602[S/m],0.6332120386172845,0.6360028035817487,0.00410672[m/s],0.00316861[m/s],9.62522e+06[Pa],0.0450583[A/m^2],0.0347387[A/m^2]
7.63727e-05[m],0.000383593[m],70.8162[degC],1.95186e+07[S/m],1.56152e+06[S/m],0.732843537847975,0.7872937564370573,0.00291331[m/s],0.00548775[m/s],9.91355e+06[Pa],0.0483391[A/m^2],0.0378107[A/m^2]
6.74753e-05[m],0.000591087[m],34.4413[degC],4.32901e+07[S/m],557524[S/m],0.6863149980771011,0.6988374540670027,0.00332068[m/s],0.00229227[m/s],2.18379e+06[Pa],0.02928[A/m^2],0.0206589[A/m^2]
5.27169e-05[m],0.000361068[m],67.6335[degC],2.83539e+06[S/m],88888.3[S/m],0.6901046842557687,0.6885868837576683,0.00210769[m/s],0.00388418[m/s],6.02272e+06[Pa],0.0464626[A/m^2],0.0360482[A/m^2]
8.41856e-05[m],0.000216436[m],52.6703[degC],2.03387e+07[S/m],1.11133e+06[S/m],0.6898432675004245,0.6732573540516991,0.00410241[m/s],0.00505414[m/s],196058[Pa],0.0381733[A/m^2],0.0284438[A/m^2]
5.3868e-05[m],0.00054797[m],33.0614[degC],7.56186e+06[S/m],1.06327e+06[S/m],0.7853550297613587,0.7168269464279259,0.00183074[m/s],0.00357068[m/s],6.06165e+06[Pa],0.0286611[A/m^2],0.0201336[A/m^2]
5.39249e-05[m],0.000351474[m],77.941[degC],1.74275e+07[S/m],1.27727e+06[S/m],0.6916378341185371,0.7841568791652269,0.00252906[m/s],0.00435903[m/s],5.56585e+06[Pa],0.0526819[A/m^2],0.0419432[A/m^2]
6.7185e-05[m],0.000475618[m],46.2548[degC],3.12389e+07[S/m],1.35001e+06[S/m],0.6535871879326679,0.7955687956233829,0.00328055[m/s],0.00302119[m/s],3.16241e+06[Pa],0.0348915[A/m^2],0.0255222[A/m^2]
7.01422e-05[m],0.000412822[m],67.9293[degC],3.22104e+07[S/m],1.56583e+06[S/m],0.6625722092623424,0.7697694801716795,0.00340353[m/s],0.00308552[m/s],6.09299e+06[Pa],0.0466354[A/m^2],0.0362099[A/m^2]
3.5601e-05[m],0.000588916[m],65.293[degC],1.51196e+07[S/m],1.34556e+06[S/m],0.6899897891533769,0.6940507515173296,0.00554513[m/s],0.00301972[m/s],5.90111e+06[Pa],0.0451079[A/m^2],0.0347848[A/m^2]
4.07474e-05[m],0.000390926[m],65.525[degC],1.34376e+07[S/m],108314[S/m],0.7215066985395442,0.6021662444207384,0.00369242[m/s],0.00261818[m/s],2.81184e+06[Pa],0.0452412[A/m^2],0.0349088[A/m^2]
3.60291e-05[m],0.000585563[m],60.1841[degC],1.23548e+07[S/m],679783[S/m],0.6417231794361129,0.7888063603055772,0.00504815[m/s],0.00384325[m/s],2.64049e+06[Pa],0.0422254[A/m^2],0.0321227[A/m^2]
4.18123e-05[m],0.000266552[m],50.4315[degC],8.41915e+06[S/m],1.09633e+06[S/m],0.6719737135721238,0.6442681804696837,0.00514661[m/s],0.0022582[m/s],9.42818e+06[Pa],0.0370094[A/m^2],0.0274015[A/m^2]
8.02901e-05[m],0.00049784[m],68.1689[degC],3.27236e+07[S/m],285407[S/m],0.7985083451908288,0.7074547456613188,0.00509097[m/s],0.00327886[m/s],2.3817e+06[Pa],0.0467755[A/m^2],0.0363411[A/m^2]
7.78442e-05[m],0.000244675[m],54.675[degC],3.09334e+07[S/m],1.61782e+06[S/m],0.7374227213677339,0.7912493979985968,0.00551699[m/s],0.00457039[m/s],6.59751e+06[Pa],0.0392325[A/m^2],0.0293981[A/m^2]
7.50296e-05[m],0.000381331[m],42.3906[degC],5.0248e+07[S/m],541902[S/m],0.6846576039636064,0.6723453779277015,0.00347633[m/s],0.00450356[m/s],7.1159e+06[Pa],0.0329943[A/m^2],0.0238585[A/m^2]
4.00433e-05[m],0.000308714[m],72.549[degC],3.7381e+07[S/m],267194[S/m],0.7529002663313868,0.6672939300585726,0.00438664[m/s],0.00339829[m/s],8.12148e+06[Pa],0.0493773[A/m^2],0.038792[A/m^2]
5.48536e-05[m],0.000343646[m],64.3201[degC],3.82715e+07[S/m],40971.9[S/m],0.7912035513822233,0.7993453835853033,0.00211225[m/s],0.00381885[m/s],3.94632e+06[Pa],0.0445511[A/m^2],0.0342677[A/m^2]
7.87011e-05[m],0.000460424[m],66.0318[degC],4.00208e+07[S/m],1.70318e+06[S/m],0.7583615255100485,0.6989626556978618,0.00194733[m/s],0.00384031[m/s],7.0183e+06[Pa],0.0455332[A/m^2],0.0351806[A/m^2]
7.56292e-05[m],0.000516519[m],44.648[degC],3.75492e+07[S/m],1.57114e+06[S/m],0.6930753171939488,0.7149016778594898,0.00416383[m/s],0.00383071[m/s],8.75478e+06[Pa],0.0340954[A/m^2],0.0248217[A/m^2]
8.60002e-05[m],0.000396659[m],37.7924[degC],2.79846e+07[S/m],777621[S/m],0.7161183020275226,0.7164246237188664,0.00542083[m/s],0.00259322[m/s],1.27609e+06[Pa],0.0308148[A/m^2],0.0219716[A/m^2]
7.40647e-05[m],0.000514872[m],74.8332[degC],2.37022e+07[S/m],629696[S/m],0.6223682441943196,0.6512534339823562,0.00291192[m/s],0.00339271[m/s],4.56952e+06[Pa],0.0507635[A/m^2],0.0401088[A/m^2]
7.96451e-05[m],0.000285802[m],74.8566[degC],5.08552e+06[S/m],1.09403e+06[S/m],0.6900243983551498,0.7424362407900178,0.00240695[m/s],0.00425868[m/s],8.55672e+06[Pa],0.0507778[A/m^2],0.0401224[A/m^2]
6.13911e-05[m],0.00043591[m],60.0076[degC],5.26542e+07[S/m],690571[S/m],0.775798131017891,0.7665667461672425,0.00166108[m/s],0.00324988[m/s],8.49652e+06[Pa],0.0421276[A/m^2],0.0320331[A/m^2]
4.2804e-05[m],0.000554131[m],56.8925[degC],1.32921e+07[S/m],733966[S/m],0.7756532112412928,0.7105282734302717,0.00405943[m/s],0.00337349[m/s],1.97262e+06[Pa],0.0404227[A/m^2],0.0304766[A/m^2]
7.98871e-05[m],0.000429369[m],76.2465[degC],2.80333e+07[S/m],576324[S/m],0.7736389528033434,0.725950731977926,0.00150755[m/s],0.00549[m/s],1.95629e+06[Pa],0.0516313[A/m^2],0.0409369[A/m^2]
3.76358e-05[m],0.00035404[m],68.0317[degC],3.70356e+07[S/m],912150[S/m],0.792487962742363,0.631574148675444,0.00430406[m/s],0.00450092[m/s],1.06491e+06[Pa],0.0466952[A/m^2],0.0362659[A/m^2]
3.01015e-05[m],0.00039101[m],49.3973[degC],1.22694e+07[S/m],1.25863e+06[S/m],0.6479828690695335,0.6323999369355219,0.00204627[m/s],0.003437[m/s],5.68646e+06[Pa],0.0364785[A/m^2],0.0269283[A/m^2]
6.64667e-05[m],0.000413604[m],39.7844[degC],2.10328e+07[S/m],776828[S/m],0.7271082200901592,0.7681957679657382,0.0017068[m/s],0.00556086[m/s],3.0575e+06[Pa],0.0317486[A/m^2],0.0227767[A/m^2]
4.20988e-05[m],0.000468622[m],34.546[degC],4.79723e+07[S/m],51380[S/m],0.6873399932525158,0.6238325382621803,0.00398897[m/s],0.00326644[m/s],3.29067e+06[Pa],0.0293273[A/m^2],0.0206992[A/m^2]
5.93057e-05[m],0.000229286[m],33.9956[degC],614197[S/m],1.46127e+06[S/m],0.7983161331372638,0.7344164722117439,0.00436585[m/s],0.00250219[m/s],4.32882e+06[Pa],0.0290793[A/m^2],0.0204883[A/m^2]
8.82194e-05[m],0.000213054[m],30.1294[degC],2.59572e+07[S/m],675937[S/m],0.6451105563827673,0.7271738380282713,0.00422562[m/s],0.00371296[m/s],6.46979e+06[Pa],0.0273715[A/m^2],0.0190466[A/m^2]
7.2817e-05[m],0.000570338[m],54.9112[degC],840036[S/m],302825[S/m],0.6648752855783086,0.7205428754760709,0.00210532[m/s],0.00531688[m/s],1.69941e+06[Pa],0.0393584[A/m^2],0.0295118[A/m^2]
4.0317e-05[m],0.000324831[m],32.2265[degC],3.53349e+07[S/m],609239[S/m],0.6810907468819892,0.6295296705377947,0.00358594[m/s],0.00506218[m/s],694575[Pa],0.0282904[A/m^2],0.0198201[A/m^2]
6.21441e-05[m],0.000210218[m],63.4127[degC],3.39564e+07[S/m],1.202e+06[S/m],0.7056205152858479,0.7877116772156187,0.00223071[m/s],0.00542038[m/s],1.75743e+06[Pa],0.044035[A/m^2],0.0337898[A/m^2]
3.70492e-05[m],0.000451431[m],36.5629[degC],4.07126e+07[S/m],213747[S/m],0.7795067927661699,0.7383820761646747,0.00215867[m/s],0.00510624[m/s],9.85413e+06[Pa],0.0302464[A/m^2],0.0214839[A/m^2]
7.2527e-05[m],0.000587491[m],43.3981[degC],3.93943e+07[S/m],1.69077e+06[S/m],0.7463618586539795,0.6609053276950998,0.00492508[m/s],0.00351783[m/s],6.97724e+06[Pa],0.0334832[A/m^2],0.0242854[A/m^2]
3.32471e-05[m],0.000533898[m],46.4159[degC],5.15399e+07[S/m],994171[S/m],0.6765335295838731,0.6294589764232974,0.00221697[m/s],0.00261345[m/s],5.27956e+06[Pa],0.034972[A/m^2],0.0255932[A/m^2]
7.30063e-05[m],0.000286614[m],58.4492[degC],2.0194e+07[S/m],797490[S/m],0.7098287522690107,0.6472872750426331,0.00252992[m/s],0.00353224[m/s],4.18673e+06[Pa],0.0412699[A/m^2],0.0312484[A/m^2]
5.59876e-05[m],0.00056844[m],62.7855[degC],3.50642e+07[S/m],906205[S/m],0.7246038801654849,0.7647946278632393,0.00158171[m/s],0.00441902[m/s],6.93421e+06[Pa],0.0436803[A/m^2],0.0334618[A/m^2]
4.819e-05[m],0.00027703[m],53.135[degC],2.72363e+07[S/m],678890[S/m],0.7720729722573552,0.6892264886047084,0.00151634[m/s],0.00486601[m/s],7.28115e+06[Pa],0.0384175[A/m^2],0.0286633[A/m^2]
7.50775e-05[m],0.000558509[m],56.7715[degC],4.04291e+07[S/m],1.03883e+06[S/m],0.678825931682884,0.7778296916229904,0.00506025[m/s],0.00383324[m/s],8.90842e+06[Pa],0.0403573[A/m^2],0.0304172[A/m^2]
7.14688e-05[m],0.000362277[m],72.6644[degC],1.84758e+07[S/m],482780[S/m],0.628456679594039,0.6525210591181634,0.00236742[m/s],0.00424717[m/s],9.9446e+06[Pa],0.0494468[A/m^2],0.0388578[A/m^2]
3.9634e-05[m],0.000312507[m],58.483[degC],1.01797e+06[S/m],998676[S/m],0.6091892179571011,0.6276051822833664,0.00511911[m/s],0.00351572[m/s],5.93596e+06[Pa],0.0412884[A/m^2],0.0312653[A/m^2]
3.29809e-05[m],0.000467589[m],68.131[degC],2.73452e+07[S/m],37299.8[S/m],0.7016467939531384,0.7759433088949818,0.00196879[m/s],0.00283434[m/s],8.68575e+06[Pa],0.0467533[A/m^2],0.0363203[A/m^2]
5.63703e-05[m],0.00037229[m],68.9044[degC],3.36588e+06[S/m],1.31913e+06[S/m],0.6486219133729288,0.6754728366501932,0.00182768[m/s],0.00480762[m/s],5.29673e+06[Pa],0.0472072[A/m^2],0.0367458[A/m^2]
7.98346e-05[m],0.000222871[m],42.2134[degC],5.66039e+06[S/m],243655[S/m],0.6522479979212793,0.7822092393985305,0.00376717[m/s],0.00278918[m/s],2.43706e+06[Pa],0.0329088[A/m^2],0.023784[A/m^2]
3.22735e-05[m],0.0002583[m],62.9239[degC],2.28654e+07[S/m],1.32017e+06[S/m],0.6693997846291295,0.7560511443426262,0.00222035[m/s],0.00378526[m/s],6.31821e+06[Pa],0.0437584[A/m^2],0.033534[A/m^2]
7.14537e-05[m],0.000481993[m],52.7257[degC],6.24658e+06[S/m],606356[S/m],0.7206245903613834,0.7966709571895487,0.00163351[m/s],0.00390301[m/s],5.89139e+06[Pa],0.0382024[A/m^2],0.0284699[A/m^2]
5.67181e-05[m],0.000415167[m],75.7152[degC],3.18338e+07[S/m],1.69569e+06[S/m],0.6723999649601051,0.6423725828989147,0.00195197[m/s],0.00492341[m/s],110306[Pa],0.0513042[A/m^2],0.0406243[A/m^2]
5.15129e-05[m],0.000489406[m],56.9972[degC],1.81498e+07[S/m],142884[S/m],0.6200470276000875,0.6200271687493425,0.00248216[m/s],0.00333572[m/s],6.37298e+06[Pa],0.0404794[A/m^2],0.0305282[A/m^2]
8.38359e-05[m],0.000308055[m],32.4207[degC],2.93136e+06[S/m],229112[S/m],0.7304655289015418,0.6508298736641771,0.00172807[m/s],0.00352912[m/s],7.08433e+06[Pa],0.0283763[A/m^2],0.0198927[A/m^2]
6.63854e-05[m],0.000437688[m],44.0988[degC],3.56787e+07[S/m],292564[S/m],0.6730751231514656,0.640461288026102,0.00494571[m/s],0.00315218[m/s],5.15007e+06[Pa],0.0338256[A/m^2],0.0245852[A/m^2]
5.68746e-05[m],0.000321977[m],62.5966[degC],1.56193e+07[S/m],1.52978e+06[S/m],0.6193709620382888,0.7975815673379674,0.00524951[m/s],0.00470411[m/s],2.83039e+06[Pa],0.0435737[A/m^2],0.0333635[A/m^2]
7.5366e-05[m],0.000517118[m],47.8061[degC],4.38428e+07[S/m],26078.1[S/m],0.6652465346478948,0.7804802194006946,0.00178775[m/s],0.00266669[m/s],2.12459e+06[Pa],0.03567[A/m^2],0.0262103[A/m^2]
8.24923e-05[m],0.000342966[m],38.6031[degC],3.82366e+07[S/m],1.37657e+06[S/m],0.6455455556824561,0.7306189725107026,0.00284449[m/s],0.00290343[m/s],2.97603e+06[Pa],0.0311929[A/m^2],0.022297[A/m^2]
8.45333e-05[m],0.000288168[m],68.0978[degC],8.80266e+06[S/m],1.14811e+06[S/m],0.6020741921936746,0.6287653347270032,0.00153855[m/s],0.00274554[m/s],8.33514e+06[Pa],0.0467339[A/m^2],0.0363021[A/m^2]
7.76546e-05[m],0.000592734[m],63.3317[degC],1.19326e+07[S/m],295888[S/m],0.6696350931331669,0.674320805981634,0.00276548[m/s],0.00474951[m/s],6.21211e+06[Pa],0.0439891[A/m^2],0.0337473[A/m^2]
6.86542e-05[m],0.000568823[m],55.4703[degC],2.54117e+07[S/m],214987[S/m],0.7556451661532444,0.7229552792946472,0.00509511[m/s],0.00280933[m/s],2.15458e+06[Pa],0.0396571[A/m^2],0.0297821[A/m^2]
4.83833e-05[m],0.000420256[m],52.8096[degC],3.65359e+07[S/m],939560[S/m],0.6671592536450514,0.7321187755269041,0.00383273[m/s],0.00509165[m/s],3.95298e+06[Pa],0.0382464[A/m^2],0.0285095[A/m^2]
5.11437e-05[m],0.000476076[m],57.6789[degC],2.31658e+07[S/m],898220[S/m],0.7192831216837916,0.7838667491884479,0.0047998[m/s],0.00335737[m/s],943681[Pa],0.0408495[A/m^2],0.030865[A/m^2]
4.63592e-05[m],0.000411979[m],61.7055[degC],4.16506e+07[S/m],1.52614e+06[S/m],0.7010931587152922,0.6178564478010317,0.00369488[m/s],0.00319831[m/s],9.18336e+06[Pa],0.043073[A/m^2],0.0329017[A/m^2]
3.51523e-05[m],0.00032854[m],53.1789[degC],3.14991e+06[S/m],1.61426e+06[S/m],0.601512398723963,0.6144563717550876,0.00252555[m/s],0.00488303[m/s],6.26507e+06[Pa],0.0384406[A/m^2],0.0286841[A/m^2]
4.71355e-05[m],0.000363875[m],31.5154[degC],4.01227e+07[S/m],1.53082e+06[S/m],0.6272052243153315,0.7452264276874472,0.00342336[m/s],0.0037038[m/s],1.08929e+06[Pa],0.0279768[A/m^2],0.0195555[A/m^2]
5.12481e-05[m],0.000286408[m],69.0574[degC],4.36255e+07[S/m],730584[S/m],0.6933923970056137,0.6692473754000761,0.00189946[m/s],0.00437259[m/s],1.86683e+06[Pa],0.0472972[A/m^2],0.0368304[A/m^2]
5.90008e-05[m],0.000478813[m],62.0562[degC],1.6821e+07[S/m],230787[S/m],0.677143176846287,0.6705469404962418,0.00550115[m/s],0.00227035[m/s],8.87779e+06[Pa],0.0432697[A/m^2],0.033083[A/m^2]
4.12159e-05[m],0.000505163[m],55.2974[degC],2.37658e+06[S/m],223343[S/m],0.6856097294146758,0.6403694822377247,0.00403206[m/s],0.00354481[m/s],4.31529e+06[Pa],0.0395646[A/m^2],0.0296983[A/m^2]
8.15738e-05[m],0.000410014[m],32.0241[degC],4.40517e+07[S/m],237838[S/m],0.700276879419028,0.7293635399827024,0.00356783[m/s],0.00467439[m/s],4.78496e+06[Pa],0.0282009[A/m^2],0.0197445[A/m^2]
5.00123e-05[m],0.000343269[m],68.3688[degC],2.66211e+07[S/m],468392[S/m],0.6992847023324497,0.6194696953685046,0.00482066[m/s],0.0040825[m/s],3.43783e+06[Pa],0.0468926[A/m^2],0.0364508[A/m^2]
6.9319e-05[m],0.000269947[m],57.3205[degC],2.10844e+07[S/m],1.18338e+06[S/m],0.6121868866058296,0.7343438936584855,0.00334131[m/s],0.00295994[m/s],249298[Pa],0.0406547[A/m^2],0.0306876[A/m^2]
3.73137e-05[m],0.000208966[m],76.9209[degC],2.13622e+07[S/m],697806[S/m],0.6454622105575505,0.7136362035427201,0.00232344[m/s],0.0034511[m/s],280349[Pa],0.0520481[A/m^2],0.0413357[A/m^2]
7.05296e-05[m],0.000506864[m],74.5831[degC],2.49369e+07[S/m],862010[S/m],0.7573097770508463,0.7195719423846229,0.00458586[m/s],0.00285264[m/s],805419[Pa],0.0506108[A/m^2],0.0399633[A/m^2]
7.59687e-05[m],0.000410973[m],77.1239[degC],633893[S/m],1.57675e+06[S/m],0.7421135147227185,0.6841341165619378,0.00245164[m/s],0.00462011[m/s],7.56347e+06[Pa],0.0521739[A/m^2],0.0414561[A/m^2]
8.57825e-05[m],0.000202611[m],59.9568[degC],3.61333e+07[S/m],1.5068e+06[S/m],0.6967744602590522,0.6381400376434225,0.00186263[m/s],0.00451037[m/s],6.67743e+06[Pa],0.0420995[A/m^2],0.0320073[A/m^2]
6.1564e-05[m],0.000363727[m],71.686[degC],4.77648e+07[S/m],22145.1[S/m],0.6018729476357876,0.6691748900091888,0.00526812[m/s],0.00379199[m/s],816855[Pa],0.0488588[A/m^2],0.0383013[A/m^2]
7.19348e-05[m],0.000362616[m],50.3062[degC],1.82582e+07[S/m],933879[S/m],0.7824831315075963,0.620435394024238,0.0025164[m/s],0.00493033[m/s],304609[Pa],0.0369449[A/m^2],0.0273439[A/m^2]
3.99008e-05[m],0.000450085[m],56.3697[degC],4.50678e+07[S/m],580997[S/m],0.6505393764683278,0.6720928774659085,0.00232509[m/s],0.00517937[m/s],7.52432e+06[Pa],0.0401403[A/m^2],0.0302202[A/m^2]
8.44971e-05[m],0.000594646[m],59.9139[degC],4.02736e+07[S/m],899936[S/m],0.6998477653693169,0.7871303739806201,0.00357288[m/s],0.00376104[m/s],4.15278e+06[Pa],0.0420757[A/m^2],0.0319855[A/m^2]
7.61267e-05[m],0.000392354[m],35.3174[degC],1.92099e+07[S/m],1.7118e+06[S/m],0.7634521408794243,0.7502666372003701,0.00541688[m/s],0.00496958[m/s],1.00669e+07[Pa],0.0296769[A/m^2],0.0209971[A/m^2]
3.92355e-05[m],0.000212351[m],43.0779[degC],4.10516e+07[S/m],90934.9[S/m],0.6961824141738512,0.7994288913836309,0.00370295[m/s],0.00228855[m/s],7.53446e+06[Pa],0.0333274[A/m^2],0.0241492[A/m^2]
3.40162e-05[m],0.000281255[m],45.8593[degC],3.55234e+07[S/m],459686[S/m],0.6077801451176529,0.6753133297857763,0.00328579[m/s],0.00443677[m/s],7.11981e+06[Pa],0.0346946[A/m^2],0.0253487[A/m^2]
3.13174e-05[m],0.000477414[m],52.9354[degC],7.50715e+06[S/m],1.49535e+06[S/m],0.7696924137778013,0.669058295332,0.00481203[m/s],0.00344304[m/s],9.16898e+06[Pa],0.0383125[A/m^2],0.0285689[A/m^2]
6.86108e-05[m],0.000220515[m],49.3637[degC],4.0061e+07[S/m],1.28587e+06[S/m],0.7742229470468496,0.7045909720910072,0.00526113[m/s],0.00512667[m/s],3.95883e+06[Pa],0.0364613[A/m^2],0.026913[A/m^2]
7.84409e-05[m],0.000572684[m],79.5903[degC],3.33388e+07[S/m],418631[S/m],0.737161950428542,0.6129306424846522,0.00262916[m/s],0.00409041[m/s],7.79518e+06[Pa],0.0537149[A/m^2],0.0429368[A/m^2]
7.68192e-05[m],0.000202162[m],49.6438[degC],2.10934e+07[S/m],620487[S/m],0.6825966873912573,0.742112957159377,0.00520284[m/s],0.00531942[m/s],2.9201e+06[Pa],0.0366047[A/m^2],0.0270406[A/m^2]
7.94771e-05[m],0.000272829[m],73.6309[degC],3.34066e+07[S/m],564219[S/m],0.6150586334672064,0.7986361823582255,0.00347709[m/s],0.00372663[m/s],6.66468e+06[Pa],0.0500314[A/m^2],0.0394123[A/m^2]
5.61265e-05[m],0.000427995[m],37.0407[degC],7.21303e+06[S/m],341749[S/m],0.7603752959050121,0.6966403921314932,0.00301739[m/s],0.00257935[m/s],877284[Pa],0.0304666[A/m^2],0.0216726[A/m^2]
7.37584e-05[m],0.000516812[m],34.7288[degC],4.77578e+06[S/m],120305[S/m],0.7426548060739473,0.6236358067144456,0.00508533[m/s],0.00408673[m/s],4.00375e+06[Pa],0.0294099[A/m^2],0.0207695[A/m^2]
5.70287e-05[m],0.000294373[m],38.5508[degC],3.97731e+07[S/m],310636[S/m],0.6799831816486619,0.6661316747306083,0.00473891[m/s],0.00305004[m/s],4.05108e+06[Pa],0.0311685[A/m^2],0.0222759[A/m^2]
3.57225e-05[m],0.000572189[m],39.0027[degC],1.36349e+07[S/m],480668[S/m],0.751283983119059,0.7273893053390839,0.00530421[m/s],0.00461393[m/s],3.75894e+06[Pa],0.0313802[A/m^2],0.0224585[A/m^2]
8.59392e-05[m],0.00037636[m],69.868[degC],2.61507e+07[S/m],1.1758e+06[S/m],0.6090030610116465,0.6701884451462126,0.00543306[m/s],0.00260034[m/s],9.25219e+06[Pa],0.0477759[A/m^2],0.0372803[A/m^2]
7.32256e-05[m],0.000294618[m],67.4425[degC],4.73246e+07[S/m],469782[S/m],0.7213192931393696,0.7846446694255564,0.00534893[m/s],0.00518878[m/s],7.10147e+06[Pa],0.0463512[A/m^2],0.0359441[A/m^2]
7.76769e-05[m],0.000407013[m],69.7475[degC],1.14293e+07[S/m],1.64675e+06[S/m],0.7097153667840309,0.7295286070646152,0.00176857[m/s],0.00299559[m/s],8.46006e+06[Pa],0.0477046[A/m^2],0.0372131[A/m^2]
3.59814e-05[m],0.000390456[m],64.0635[degC],3.44753e+07[S/m],875856[S/m],0.6470800929367527,0.6292452332278652,0.00522826[m/s],0.00248387[m/s],5.12565e+06[Pa],0.0444048[A/m^2],0.0341321[A/m^2]
3.44241e-05[m],0.000517334[m],47.7229[degC],5.334e+07[S/m],53632.4[S/m],0.6681398251538769,0.6944512856168236,0.00290638[m/s],0.00291119[m/s],688592[Pa],0.035628[A/m^2],0.0261732[A/m^2]
3.01478e-05[m],0.000457292[m],52.3885[degC],3.63233e+07[S/m],539503[S/m],0.7306320381045684,0.756426979093598,0.00485435[m/s],0.00449128[m/s],1.20202e+06[Pa],0.0380257[A/m^2],0.0283113[A/m^2]
8.94031e-05[m],0.000492727[m],43.0014[degC],1.05979e+07[S/m],416565[S/m],0.7109785752968758,0.6218584904533989,0.00422918[m/s],0.00251309[m/s],4.73685e+06[Pa],0.0332902[A/m^2],0.0241168[A/m^2]
